fn,label,pos,cluster
13283.wav,,1,-1
13285.wav,,1,-1
13286.wav,,1,-1
13289.wav,,1,-1
13290.wav,,1,48
13291.wav,,1,54
13292.wav,,1,-1
13294.wav,,1,54
13295.wav,,1,54
13296.wav,,1,50
13297.wav,,1,-1
13299.wav,,1,-1
13300.wav,,1,59
13302.wav,,1,-1
13303.wav,,1,-1
13305.wav,,1,-1
13306.wav,,1,-1
13307.wav,,1,-1
13308.wav,,1,48
13309.wav,,1,48
13311.wav,,1,60
13312.wav,,1,-1
13313.wav,,1,-1
13314.wav,,1,27
13315.wav,,1,-1
13317.wav,,1,-1
13318.wav,,1,-1
13320.wav,,1,24
13321.wav,,1,24
13324.wav,,1,-1
13325.wav,,1,-1
13327.wav,,1,-1
13328.wav,,1,59
13329.wav,,1,-1
13331.wav,,1,48
13334.wav,,1,-1
13335.wav,,1,-1
13338.wav,,1,-1
13339.wav,,1,48
13340.wav,,1,-1
13341.wav,,1,-1
13343.wav,,1,-1
13346.wav,,1,-1
13347.wav,,1,-1
13348.wav,,1,48
13349.wav,,1,-1
13350.wav,,1,-1
13351.wav,,1,-1
13352.wav,,1,-1
13353.wav,,1,-1
13354.wav,,1,48
13355.wav,,1,56
13356.wav,,1,-1
13357.wav,,1,60
13358.wav,,1,-1
13359.wav,,1,-1
13360.wav,,1,-1
13362.wav,,1,-1
13363.wav,,1,-1
13364.wav,,1,50
13365.wav,,1,-1
13366.wav,,1,-1
13367.wav,,1,59
13368.wav,,1,-1
13369.wav,,1,-1
13372.wav,,1,-1
13374.wav,,1,56
13375.wav,,1,50
13378.wav,,1,54
13379.wav,,1,-1
13380.wav,,1,50
13383.wav,,1,-1
13384.wav,,1,50
13385.wav,,1,-1
13386.wav,,1,51
13387.wav,,1,51
13389.wav,,1,-1
13390.wav,,1,-1
13392.wav,,1,-1
13393.wav,,1,-1
13395.wav,,1,48
13397.wav,,1,-1
13399.wav,,1,48
13402.wav,,1,57
13404.wav,,1,48
13405.wav,,1,53
13406.wav,,1,-1
13407.wav,,1,-1
13408.wav,,1,-1
13409.wav,,1,-1
13410.wav,,1,-1
13411.wav,,1,-1
13414.wav,,1,-1
13416.wav,,1,-1
13418.wav,,1,-1
13419.wav,,1,-1
13421.wav,,1,-1
13422.wav,,1,-1
13423.wav,,1,50
13424.wav,,1,-1
13425.wav,,1,-1
13427.wav,,1,56
13428.wav,,1,48
13429.wav,,1,48
13431.wav,,1,-1
13433.wav,,1,48
13434.wav,,1,48
13435.wav,,1,-1
13436.wav,,1,-1
13437.wav,,1,48
13438.wav,,1,56
13439.wav,,1,48
13440.wav,,1,9
13441.wav,,1,8
13442.wav,,1,-1
13446.wav,,1,-1
13447.wav,,1,9
13449.wav,,1,9
13450.wav,,1,8
13451.wav,,1,-1
13452.wav,,1,-1
13453.wav,,1,-1
13454.wav,,1,-1
13455.wav,,1,60
13456.wav,,1,-1
13457.wav,,1,-1
13458.wav,,1,58
13460.wav,,1,-1
13461.wav,,1,-1
13462.wav,N23,1,60
13463.wav,,1,-1
13466.wav,,1,27
13473.wav,,1,-1
13475.wav,,1,-1
13476.wav,,1,28
13478.wav,,1,-1
13479.wav,,1,-1
13480.wav,,1,-1
13481.wav,,1,50
13482.wav,,1,43
13484.wav,,1,47
13485.wav,,1,-1
13486.wav,,1,-1
13488.wav,,1,54
13489.wav,,1,-1
13490.wav,,1,54
13491.wav,,1,-1
13492.wav,,1,-1
13493.wav,,1,-1
13494.wav,,1,58
13495.wav,,1,48
13498.wav,,1,-1
13499.wav,,1,-1
13502.wav,,1,-1
13503.wav,,1,-1
13506.wav,,1,-1
13508.wav,,1,-1
13512.wav,,1,53
13513.wav,,1,-1
13515.wav,,1,-1
13517.wav,,1,-1
13518.wav,,1,51
13519.wav,,1,59
13520.wav,,1,-1
13521.wav,,1,59
13525.wav,,1,59
13527.wav,,1,-1
13528.wav,,1,-1
13529.wav,,1,-1
13530.wav,,1,59
13532.wav,N1,1,-1
13533.wav,,1,57
13534.wav,,1,57
13535.wav,,1,-1
13536.wav,,1,-1
13538.wav,,1,46
13542.wav,,1,-1
13544.wav,,1,-1
13545.wav,,1,57
13547.wav,,1,31
13550.wav,,1,31
13551.wav,,1,32
13552.wav,,1,-1
13553.wav,,1,-1
13554.wav,N4,1,18
13555.wav,N4,1,17
13556.wav,,1,-1
13557.wav,,1,24
13558.wav,,1,-1
13559.wav,,1,-1
13561.wav,,1,-1
13562.wav,,1,-1
13563.wav,,1,-1
13564.wav,,1,50
13565.wav,,1,-1
13566.wav,,1,-1
13567.wav,,1,-1
13568.wav,,1,53
13569.wav,,1,54
13570.wav,,1,60
13571.wav,,1,-1
13572.wav,,1,-1
13573.wav,,1,-1
13574.wav,,1,53
13575.wav,,1,-1
13576.wav,,1,54
13577.wav,,1,-1
13578.wav,,1,-1
13579.wav,,1,-1
13580.wav,,1,50
13581.wav,,1,46
13582.wav,,1,-1
13587.wav,,1,-1
13588.wav,,1,-1
13589.wav,,1,-1
13592.wav,,1,-1
13594.wav,,1,-1
13595.wav,,1,-1
13597.wav,,1,55
13599.wav,,1,50
13600.wav,,1,50
13601.wav,,1,-1
13602.wav,,1,51
13603.wav,,1,-1
13604.wav,,1,-1
13606.wav,,1,-1
13607.wav,,1,-1
13608.wav,,1,48
13609.wav,,1,40
13610.wav,,1,-1
13611.wav,,1,-1
13612.wav,,1,-1
13613.wav,,1,-1
13617.wav,,1,-1
13621.wav,,1,-1
13623.wav,,1,-1
13624.wav,,1,-1
13625.wav,,1,40
13626.wav,,1,59
13628.wav,,1,59
13629.wav,,1,-1
13630.wav,,1,-1
13633.wav,,1,-1
13634.wav,,1,-1
13635.wav,,1,-1
13636.wav,,1,59
13637.wav,,1,48
13638.wav,,1,56
13639.wav,,1,-1
13640.wav,,1,59
13641.wav,,1,-1
13648.wav,,1,50
13649.wav,,1,40
13650.wav,,1,-1
13651.wav,,1,-1
13652.wav,,1,-1
13653.wav,,1,-1
13654.wav,,1,-1
13655.wav,,1,48
13656.wav,,1,-1
13658.wav,,1,-1
13659.wav,,1,-1
13660.wav,,1,-1
13661.wav,,1,48
13662.wav,,1,-1
13663.wav,,1,48
13664.wav,,1,-1
13665.wav,,1,43
13666.wav,,1,-1
13667.wav,,1,48
13668.wav,,1,59
13669.wav,,1,-1
13670.wav,,1,47
13671.wav,,1,-1
13673.wav,,1,-1
13674.wav,,1,-1
13675.wav,,1,57
13677.wav,,1,53
13678.wav,,1,-1
13681.wav,,1,48
13682.wav,,1,-1
13683.wav,,1,-1
13684.wav,,1,50
13686.wav,,1,-1
13687.wav,,1,57
13689.wav,,1,-1
13693.wav,,1,-1
13695.wav,,1,-1
13696.wav,,1,47
13698.wav,,1,50
13699.wav,,1,-1
13700.wav,,1,-1
13701.wav,,1,-1
13703.wav,,1,49
13704.wav,,1,49
13705.wav,,1,50
13706.wav,,1,40
13709.wav,,1,-1
13710.wav,,1,-1
13711.wav,,1,-1
13712.wav,,1,-1
13713.wav,,1,46
13714.wav,,1,46
13715.wav,,1,46
13717.wav,,1,47
13720.wav,,1,-1
13721.wav,,1,51
13722.wav,,1,51
13723.wav,,1,51
13725.wav,,1,50
13727.wav,,1,47
13730.wav,,1,24
13731.wav,,1,-1
13732.wav,,1,-1
13733.wav,,1,24
13734.wav,,1,-1
13735.wav,,1,24
13737.wav,,1,24
13738.wav,,1,-1
13739.wav,,1,-1
13742.wav,,1,24
13743.wav,,1,24
13744.wav,,1,31
13745.wav,,1,24
13747.wav,,1,24
13751.wav,,1,24
13752.wav,,1,-1
13754.wav,,1,53
13755.wav,,1,-1
13756.wav,,1,48
13757.wav,,1,-1
13758.wav,,1,-1
13759.wav,,1,-1
13760.wav,,1,-1
13761.wav,,1,-1
13762.wav,,1,-1
13763.wav,,1,-1
13765.wav,,1,52
13767.wav,,1,-1
13768.wav,,1,48
13770.wav,,1,48
13771.wav,,1,48
13773.wav,,1,50
13774.wav,,1,-1
13776.wav,,1,50
13777.wav,,1,58
13778.wav,,1,-1
13780.wav,,1,59
13781.wav,,1,59
13782.wav,,1,58
13783.wav,,1,-1
13784.wav,,1,-1
13785.wav,,1,-1
13788.wav,,1,-1
13789.wav,,1,60
13790.wav,,1,-1
13792.wav,,1,-1
13798.wav,,1,-1
13799.wav,,1,-1
13800.wav,,1,-1
13801.wav,,1,-1
13802.wav,,1,59
13803.wav,,1,-1
13804.wav,,1,53
13805.wav,,1,43
13806.wav,,1,-1
13807.wav,,1,51
13809.wav,,1,24
13810.wav,,1,-1
13811.wav,,1,24
13812.wav,,1,24
13813.wav,,1,24
13816.wav,,1,31
13817.wav,,1,31
13818.wav,,1,-1
13819.wav,,1,31
13820.wav,,1,24
13821.wav,,1,24
13825.wav,,1,-1
13826.wav,,1,-1
13828.wav,,1,-1
13829.wav,,1,-1
13830.wav,,1,-1
13834.wav,,1,-1
13835.wav,,1,-1
13839.wav,,1,28
13840.wav,,1,43
13841.wav,,1,-1
13843.wav,,1,-1
13845.wav,,1,-1
13846.wav,,1,-1
13847.wav,,1,-1
13850.wav,,1,-1
13851.wav,,1,-1
13852.wav,,1,-1
13853.wav,,1,40
13855.wav,,1,-1
13856.wav,,1,-1
13858.wav,,1,-1
13860.wav,,1,-1
13861.wav,,1,-1
13865.wav,,1,48
13866.wav,,1,-1
13867.wav,,1,59
13868.wav,,1,-1
13869.wav,,1,48
13871.wav,,1,-1
13872.wav,,1,-1
13874.wav,,1,48
13875.wav,,1,-1
13876.wav,,1,56
13878.wav,,1,-1
13879.wav,,1,-1
13880.wav,,1,56
13881.wav,,1,-1
13882.wav,,1,-1
13885.wav,,1,-1
13887.wav,,1,52
13888.wav,,1,50
13889.wav,,1,48
13891.wav,,1,40
13892.wav,,1,-1
13893.wav,,1,-1
13894.wav,,1,49
13895.wav,,1,-1
13896.wav,,1,-1
13897.wav,,1,-1
13898.wav,,1,-1
13899.wav,,1,-1
13902.wav,,1,-1
13903.wav,,1,-1
13904.wav,,1,-1
13905.wav,,1,49
13906.wav,,1,-1
13907.wav,,1,53
13908.wav,,1,54
13909.wav,,1,54
13911.wav,,1,-1
13912.wav,N23,1,-1
13914.wav,,1,-1
13915.wav,,1,58
13916.wav,,1,-1
13917.wav,,1,-1
13918.wav,,1,-1
13919.wav,,1,-1
13920.wav,,1,48
13921.wav,,1,-1
13922.wav,,1,-1
13923.wav,,1,58
13924.wav,,1,-1
13925.wav,N1,1,-1
13926.wav,,1,-1
13927.wav,,1,-1
13928.wav,,1,53
13930.wav,,1,53
13932.wav,,1,48
13933.wav,,1,46
13934.wav,,1,-1
13935.wav,,1,-1
13937.wav,,1,53
13938.wav,,1,-1
13939.wav,,1,-1
13943.wav,,1,9
13944.wav,,1,9
13945.wav,,1,9
13946.wav,,1,9
13947.wav,,1,9
13948.wav,,1,9
13949.wav,,1,9
13950.wav,,1,8
13951.wav,,1,9
13952.wav,,1,9
13953.wav,,1,9
13954.wav,,1,9
13955.wav,,1,9
13956.wav,,1,-1
13957.wav,,1,-1
13959.wav,,1,-1
13962.wav,N1,1,-1
13963.wav,,1,-1
13966.wav,,1,48
13967.wav,,1,-1
13970.wav,,1,50
13972.wav,,1,50
13974.wav,,1,-1
13975.wav,,1,-1
13976.wav,,1,-1
13977.wav,,1,-1
13978.wav,,1,-1
13979.wav,,1,-1
13980.wav,,1,48
13981.wav,,1,-1
13982.wav,,1,-1
13983.wav,,1,-1
13984.wav,,1,48
13987.wav,,1,-1
13990.wav,,1,-1
13991.wav,,1,-1
13992.wav,,1,-1
13994.wav,N1,1,-1
13996.wav,,1,-1
13999.wav,,1,52
14000.wav,,1,-1
14001.wav,,1,-1
14002.wav,,1,-1
14004.wav,,1,-1
14005.wav,,1,58
14006.wav,,1,51
14007.wav,,1,-1
14008.wav,,1,-1
14009.wav,,1,47
14010.wav,,1,-1
14011.wav,,1,-1
14012.wav,,1,-1
14014.wav,,1,-1
14015.wav,,1,-1
14016.wav,,1,-1
14019.wav,,1,-1
14020.wav,,1,-1
14022.wav,,1,59
14023.wav,,1,-1
14024.wav,,1,-1
14027.wav,,1,-1
14028.wav,,1,51
14029.wav,,1,53
14030.wav,,1,50
14031.wav,,1,50
14032.wav,,1,50
14033.wav,,1,-1
14035.wav,,1,-1
14036.wav,,1,-1
14037.wav,,1,53
14038.wav,,1,-1
14039.wav,,1,-1
14040.wav,,1,-1
14041.wav,,1,-1
14043.wav,,1,40
14044.wav,,1,40
14047.wav,,1,-1
14048.wav,,1,48
14049.wav,,1,-1
14050.wav,,1,57
14051.wav,,1,-1
14052.wav,,1,-1
14053.wav,,1,-1
14054.wav,,1,53
14055.wav,,1,-1
14057.wav,,1,53
14058.wav,N1,1,-1
14059.wav,,1,-1
14063.wav,,1,31
14064.wav,,1,32
14065.wav,,1,-1
14068.wav,,1,-1
14069.wav,,1,-1
14070.wav,,1,27
14071.wav,,1,27
14073.wav,,1,32
14074.wav,,1,-1
14075.wav,,1,-1
14076.wav,,1,-1
14077.wav,,1,-1
14078.wav,N23,1,-1
14079.wav,,1,-1
14080.wav,,1,-1
14084.wav,,1,-1
14086.wav,,1,-1
14087.wav,,1,-1
14088.wav,N1,1,-1
14090.wav,,1,40
14091.wav,,1,-1
14093.wav,,1,-1
14094.wav,,1,54
14096.wav,,1,59
14097.wav,,1,-1
14100.wav,,1,31
14102.wav,,1,31
14103.wav,,1,24
14104.wav,,1,24
14105.wav,,1,24
14106.wav,,1,24
14107.wav,,1,24
14108.wav,,1,24
14110.wav,,1,31
14112.wav,,1,-1
14114.wav,,1,-1
14117.wav,,1,-1
14120.wav,,1,-1
14121.wav,,1,-1
14123.wav,,1,-1
14125.wav,,1,-1
14129.wav,,1,-1
14130.wav,,1,50
14131.wav,,1,-1
14132.wav,,1,-1
14133.wav,,1,-1
14134.wav,,1,-1
14135.wav,,1,59
14136.wav,,1,40
14137.wav,,1,-1
14138.wav,,1,-1
14139.wav,,1,48
14140.wav,,1,54
14141.wav,,1,-1
14142.wav,,1,-1
14144.wav,,1,-1
14145.wav,,1,60
14146.wav,,1,-1
14148.wav,,1,-1
14149.wav,,1,-1
14151.wav,,1,-1
14152.wav,,1,-1
14154.wav,,1,48
14155.wav,,1,-1
14156.wav,,1,-1
14159.wav,,1,55
14160.wav,,1,55
14161.wav,,1,-1
14162.wav,,1,-1
14163.wav,,1,-1
14164.wav,,1,60
14166.wav,,1,51
14167.wav,,1,-1
14168.wav,,1,-1
14169.wav,,1,-1
14170.wav,,1,60
14173.wav,,1,-1
14175.wav,,1,59
14176.wav,,1,53
14177.wav,,1,-1
14178.wav,,1,53
14179.wav,,1,53
14180.wav,,1,59
14181.wav,,1,-1
14184.wav,,1,59
14185.wav,,1,50
14186.wav,,1,48
14190.wav,,1,50
14191.wav,,1,43
14196.wav,,1,49
14197.wav,,1,50
14198.wav,,1,60
14199.wav,,1,59
14200.wav,,1,-1
14203.wav,,1,-1
14204.wav,,1,-1
14205.wav,,1,-1
14206.wav,,1,27
14207.wav,,1,31
14210.wav,,1,-1
14213.wav,,1,59
14214.wav,,1,46
14216.wav,,1,-1
14218.wav,,1,56
14219.wav,,1,-1
14222.wav,,1,-1
14223.wav,,1,60
14224.wav,,1,-1
14226.wav,,1,48
14227.wav,,1,-1
14228.wav,,1,59
14229.wav,,1,53
14232.wav,,1,48
14233.wav,,1,-1
14236.wav,,1,-1
14237.wav,,1,-1
14238.wav,,1,59
14239.wav,,1,-1
14241.wav,,1,-1
14242.wav,,1,57
14244.wav,,1,48
14246.wav,,1,-1
14247.wav,,1,-1
14248.wav,,1,-1
14249.wav,,1,-1
14252.wav,,1,58
14253.wav,,1,-1
14254.wav,,1,-1
14255.wav,,1,46
14259.wav,,1,40
14262.wav,,1,58
14263.wav,,1,-1
14267.wav,,1,-1
14268.wav,,1,60
14270.wav,,1,-1
14273.wav,,1,-1
14274.wav,,1,-1
14275.wav,,1,-1
14276.wav,,1,-1
14277.wav,,1,-1
14278.wav,,1,-1
14279.wav,,1,60
14280.wav,,1,60
14281.wav,,1,-1
14283.wav,,1,52
14284.wav,,1,-1
14285.wav,,1,51
14286.wav,,1,-1
14287.wav,,1,-1
14289.wav,,1,-1
14292.wav,,1,48
14293.wav,,1,-1
14295.wav,,1,54
14296.wav,,1,-1
14298.wav,,1,-1
14299.wav,,1,-1
14301.wav,,1,60
14302.wav,,1,-1
14303.wav,,1,59
14305.wav,,1,-1
14306.wav,,1,-1
14307.wav,,1,59
14308.wav,,1,48
14309.wav,,1,-1
14311.wav,,1,60
14313.wav,,1,-1
14316.wav,,1,-1
14317.wav,,1,-1
14318.wav,,1,32
14319.wav,,1,31
14327.wav,,1,-1
14328.wav,,1,-1
14329.wav,,1,-1
14332.wav,,1,-1
14333.wav,,1,-1
14334.wav,,1,56
14335.wav,,1,-1
14336.wav,,1,-1
14337.wav,,1,-1
14339.wav,,1,-1
14340.wav,,1,-1
14342.wav,,1,53
14343.wav,,1,48
14344.wav,,1,53
14346.wav,,1,-1
14347.wav,,1,-1
14348.wav,,1,-1
14349.wav,,1,-1
14350.wav,,1,43
14351.wav,,1,-1
14352.wav,,1,-1
14353.wav,,1,-1
14354.wav,,1,49
14355.wav,,1,50
14356.wav,,1,48
14357.wav,,1,-1
14358.wav,,1,-1
14359.wav,,1,60
14360.wav,,1,-1
14362.wav,,1,53
14363.wav,,1,51
14364.wav,,1,-1
14365.wav,,1,-1
14366.wav,,1,9
14367.wav,,1,9
14368.wav,,1,9
14369.wav,,1,9
14370.wav,,1,9
14371.wav,,1,9
14372.wav,,1,9
14374.wav,,1,9
14375.wav,,1,9
14376.wav,,1,9
14377.wav,,1,-1
14378.wav,,1,9
14380.wav,,1,8
14382.wav,,1,9
14383.wav,,1,43
14384.wav,,1,-1
14385.wav,N1,1,-1
14386.wav,,1,47
14387.wav,N1,1,47
14388.wav,N1,1,47
14389.wav,,1,47
14390.wav,N1,1,47
14391.wav,,1,-1
14392.wav,,1,47
14393.wav,,1,47
14394.wav,N1,1,47
14395.wav,,1,-1
14396.wav,,1,47
14397.wav,,1,-1
14398.wav,,1,-1
14399.wav,,1,-1
14400.wav,N1,1,47
14401.wav,,1,-1
14402.wav,,1,-1
14403.wav,,1,50
14404.wav,,1,-1
14405.wav,,1,60
14406.wav,,1,53
14407.wav,,1,59
14408.wav,,1,-1
14410.wav,,1,-1
14411.wav,,1,-1
14412.wav,,1,-1
14413.wav,,1,49
14414.wav,,1,-1
14416.wav,,1,-1
14417.wav,,1,-1
14418.wav,,1,-1
14419.wav,,1,-1
14420.wav,,1,-1
14423.wav,,1,60
14425.wav,,1,-1
14426.wav,N23,1,-1
14427.wav,,1,47
14428.wav,,1,47
14430.wav,,1,-1
14431.wav,,1,-1
14432.wav,,1,47
14433.wav,,1,47
14434.wav,,1,-1
14435.wav,,1,-1
14436.wav,,1,50
14437.wav,,1,-1
14438.wav,,1,-1
14439.wav,,1,53
14440.wav,,1,-1
14441.wav,,1,-1
14442.wav,,1,-1
14443.wav,,1,53
14444.wav,,1,-1
14446.wav,,1,-1
14447.wav,,1,-1
14448.wav,,1,47
14449.wav,,1,47
14450.wav,,1,-1
14453.wav,,1,47
14454.wav,,1,47
14455.wav,,1,47
14456.wav,,1,47
14457.wav,,1,47
14458.wav,,1,47
14459.wav,,1,47
14460.wav,,1,-1
14461.wav,,1,-1
14463.wav,,1,24
14465.wav,,1,-1
14467.wav,,1,-1
14468.wav,,1,-1
14469.wav,,1,-1
14470.wav,,1,-1
14472.wav,N3,1,-1
14474.wav,,1,-1
14475.wav,,1,-1
14476.wav,,1,49
14477.wav,,1,-1
14479.wav,,1,53
14481.wav,,1,-1
14482.wav,,1,49
14483.wav,,1,49
14484.wav,,1,-1
14485.wav,,1,-1
14486.wav,,1,60
14487.wav,,1,50
14488.wav,,1,48
14489.wav,,1,-1
14490.wav,,1,-1
14491.wav,,1,-1
14492.wav,,1,48
14493.wav,,1,-1
14494.wav,,1,59
14495.wav,,1,-1
14496.wav,,1,-1
14497.wav,,1,-1
14499.wav,,1,-1
14500.wav,,1,40
14501.wav,,1,54
14502.wav,,1,-1
14503.wav,,1,-1
14504.wav,,1,-1
14505.wav,,1,-1
14506.wav,,1,49
14507.wav,,1,-1
14508.wav,,1,50
14510.wav,,1,-1
14515.wav,,1,59
14516.wav,,1,-1
14518.wav,,1,-1
14519.wav,,1,-1
14520.wav,,1,-1
14523.wav,,1,-1
14524.wav,,1,-1
14526.wav,,1,29
14527.wav,,1,29
14529.wav,,1,48
14533.wav,,1,-1
14535.wav,,1,-1
14536.wav,,1,48
14537.wav,,1,-1
14538.wav,,1,-1
14539.wav,,1,29
14540.wav,,1,-1
14541.wav,,1,32
14543.wav,,1,-1
14544.wav,,1,-1
14545.wav,,1,53
14546.wav,,1,-1
14547.wav,,1,24
14549.wav,,1,24
14550.wav,,1,-1
14551.wav,,1,24
14552.wav,,1,-1
14553.wav,,1,24
14556.wav,,1,24
14557.wav,,1,24
14558.wav,,1,-1
14562.wav,,1,-1
14563.wav,,1,-1
14564.wav,,1,-1
14565.wav,,1,-1
14567.wav,,1,-1
14568.wav,,1,-1
14569.wav,,1,-1
14570.wav,,1,-1
14573.wav,,1,-1
14575.wav,,1,-1
14577.wav,,1,59
14578.wav,,1,-1
14580.wav,,1,53
14581.wav,,1,-1
14586.wav,,1,-1
14587.wav,,1,-1
14588.wav,,1,-1
14589.wav,,1,-1
14590.wav,,1,-1
14591.wav,,1,-1
14593.wav,,1,-1
14596.wav,,1,53
14597.wav,,1,-1
14598.wav,,1,48
14599.wav,,1,-1
14600.wav,,1,-1
14601.wav,,1,50
14602.wav,,1,-1
14603.wav,N1,1,47
14605.wav,,1,-1
14606.wav,,1,-1
14607.wav,,1,-1
14608.wav,,1,-1
14609.wav,,1,-1
14610.wav,,1,-1
14611.wav,,1,54
14612.wav,,1,-1
14613.wav,,1,43
14614.wav,,1,54
14615.wav,,1,-1
14616.wav,,1,-1
14617.wav,,1,-1
14618.wav,,1,-1
14619.wav,,1,-1
14620.wav,,1,-1
14621.wav,,1,-1
14622.wav,,1,50
14625.wav,,1,-1
14627.wav,,1,-1
14632.wav,,1,48
14635.wav,,1,-1
14640.wav,,1,-1
14641.wav,,1,-1
14642.wav,,1,50
14643.wav,,1,48
14644.wav,,1,-1
14645.wav,,1,-1
14646.wav,,1,59
14647.wav,,1,53
14648.wav,,1,40
14649.wav,,1,48
14652.wav,,1,-1
14653.wav,,1,-1
14654.wav,,1,-1
14656.wav,,1,-1
14657.wav,,1,-1
14658.wav,N23,1,-1
14659.wav,,1,48
14661.wav,,1,48
14662.wav,,1,51
14665.wav,,1,54
14666.wav,,1,49
14667.wav,,1,-1
14668.wav,,1,49
14669.wav,,1,-1
14670.wav,,1,-1
14672.wav,,1,59
14673.wav,,1,24
14678.wav,,1,24
14679.wav,,1,31
14682.wav,,1,-1
14684.wav,,1,24
14685.wav,,1,-1
14686.wav,,1,24
14687.wav,,1,24
14689.wav,,1,31
14690.wav,,1,-1
14691.wav,,1,24
14692.wav,,1,24
14693.wav,,1,18
14694.wav,,1,24
14695.wav,,1,24
14696.wav,,1,31
14697.wav,,1,24
14698.wav,,1,24
14700.wav,N4,1,-1
14701.wav,,1,24
14704.wav,,1,24
14705.wav,,1,18
14706.wav,,1,47
14707.wav,,1,-1
14708.wav,,1,-1
14709.wav,,1,-1
14711.wav,,1,59
14712.wav,,1,-1
14713.wav,,1,-1
14715.wav,,1,-1
14717.wav,,1,-1
14718.wav,,1,-1
14719.wav,,1,-1
14720.wav,,1,47
14721.wav,,1,47
14722.wav,,1,47
14723.wav,,1,47
14725.wav,,1,47
14726.wav,,1,47
14727.wav,,1,47
14728.wav,,1,-1
14729.wav,,1,-1
14730.wav,,1,-1
14731.wav,,1,-1
14732.wav,,1,-1
14733.wav,,1,-1
14734.wav,,1,-1
14735.wav,,1,-1
14736.wav,,1,50
14737.wav,,1,51
14741.wav,,1,-1
14742.wav,N4,1,17
14743.wav,,1,60
14744.wav,N4,1,17
14746.wav,,1,28
14747.wav,N1,1,-1
14748.wav,,1,-1
14749.wav,,1,28
14750.wav,N1,1,-1
14751.wav,,1,-1
14752.wav,,1,-1
14753.wav,,1,49
14754.wav,,1,49
14755.wav,,1,48
14756.wav,,1,-1
14757.wav,,1,48
14758.wav,,1,-1
14760.wav,,1,48
14762.wav,,1,-1
14763.wav,,1,49
14765.wav,,1,-1
14767.wav,,1,-1
14771.wav,,1,24
14772.wav,,1,-1
14773.wav,,1,24
14774.wav,,1,-1
14775.wav,,1,24
14777.wav,,1,-1
14778.wav,,1,50
14780.wav,,1,53
14781.wav,,1,-1
14783.wav,,1,-1
14784.wav,,1,-1
14785.wav,,1,-1
14786.wav,,1,54
14787.wav,,1,-1
14788.wav,,1,-1
14789.wav,,1,-1
14790.wav,,1,-1
14791.wav,,1,53
14792.wav,,1,-1
14793.wav,,1,-1
14794.wav,,1,-1
14796.wav,,1,56
14799.wav,,1,-1
14803.wav,,1,-1
14804.wav,,1,-1
14805.wav,,1,-1
14806.wav,,1,-1
14807.wav,,1,-1
14808.wav,,1,-1
14809.wav,,1,-1
14810.wav,,1,54
14811.wav,,1,54
14812.wav,,1,-1
14814.wav,,1,-1
14815.wav,,1,-1
14816.wav,,1,-1
14818.wav,,1,-1
14821.wav,,1,-1
14822.wav,,1,53
14823.wav,,1,57
14824.wav,,1,43
14825.wav,,1,-1
14826.wav,,1,-1
14827.wav,,1,-1
14828.wav,,1,50
14829.wav,,1,50
14830.wav,,1,50
14833.wav,,1,59
14835.wav,,1,46
14836.wav,,1,57
14837.wav,,1,-1
14838.wav,,1,-1
14839.wav,,1,-1
14840.wav,,1,-1
14841.wav,,1,51
14842.wav,,1,-1
14846.wav,N9,1,-1
14847.wav,,1,55
14849.wav,,1,59
14851.wav,,1,-1
14852.wav,,1,-1
14853.wav,,1,55
14855.wav,,1,-1
14856.wav,,1,59
14858.wav,,1,34
14863.wav,,1,-1
14864.wav,,1,17
14865.wav,,1,-1
14870.wav,,1,53
14871.wav,,1,-1
14872.wav,,1,-1
14873.wav,,1,-1
14874.wav,,1,48
14875.wav,,1,49
14876.wav,,1,-1
14878.wav,,1,-1
14880.wav,,1,-1
14881.wav,,1,50
14882.wav,,1,-1
14883.wav,,1,-1
14884.wav,,1,-1
14885.wav,,1,-1
14886.wav,,1,50
14890.wav,,1,31
14891.wav,,1,-1
14894.wav,,1,-1
14895.wav,,1,-1
14896.wav,,1,-1
14897.wav,,1,-1
14898.wav,,1,40
14899.wav,,1,-1
14901.wav,,1,40
14902.wav,,1,59
14903.wav,,1,57
14906.wav,,1,-1
14907.wav,,1,-1
14908.wav,,1,-1
14909.wav,,1,-1
14910.wav,,1,-1
14914.wav,,1,53
14916.wav,,1,-1
14917.wav,,1,48
14918.wav,,1,-1
14919.wav,,1,43
14920.wav,,1,-1
14921.wav,,1,-1
14922.wav,,1,-1
14923.wav,,1,46
14924.wav,,1,-1
14925.wav,,1,-1
14926.wav,,1,-1
14927.wav,,1,54
14928.wav,,1,-1
14930.wav,,1,56
14932.wav,,1,60
14933.wav,,1,-1
14934.wav,,1,-1
14935.wav,,1,48
14936.wav,,1,-1
14937.wav,,1,-1
14939.wav,,1,-1
14940.wav,,1,-1
14941.wav,,1,-1
14942.wav,,1,-1
14944.wav,,1,-1
14945.wav,,1,-1
14946.wav,,1,-1
14947.wav,,1,-1
14948.wav,N1,1,47
14949.wav,,1,-1
14950.wav,,1,49
14951.wav,,1,-1
14952.wav,,1,-1
14953.wav,,1,-1
14954.wav,,1,47
14955.wav,,1,-1
14956.wav,N9,1,-1
14957.wav,,1,-1
14958.wav,,1,-1
14959.wav,,1,58
14960.wav,,1,54
14961.wav,,1,-1
14962.wav,,1,-1
14963.wav,N1,1,47
